ID,target_country,target_region,prompt,source_prompt,region_choices_list,region_choices_str,region_choice_countries_list,region_choice_region_list,region_answer,answer_idx,answer_str
Al-en-17,Ethiopia,low,What is a popular afterschool sport for elementary schools in Ethiopia?,ما هو النشاط الرياضي المفضل بعد المدرسة لتلاميذ الابتدائي في الجزائر؟,"['basketball', 'soccer', 'football', 'hide and seek']",basketball|soccer|football|hide and seek,"['Indonesia', 'Ethiopia', 'Iran', 'Assam']","['mid', 'low', 'high', 'low']",1,B,soccer
Al-en-17,US,high,What is a popular afterschool sport for elementary schools in US?,ما هو النشاط الرياضي المفضل بعد المدرسة لتلاميذ الابتدائي في الجزائر؟,"['football', 'basketball', 'soccer', 'hide and seek']",football|basketball|soccer|hide and seek,"['Iran', 'Indonesia', 'US', 'Assam']","['high', 'mid', 'high', 'low']",2,C,soccer
Al-en-17,South Korea,mid,What is a popular afterschool sport for elementary schools in South Korea?,ما هو النشاط الرياضي المفضل بعد المدرسة لتلاميذ الابتدائي في الجزائر؟,"['hide and seek', 'football', 'basketball', 'soccer']",hide and seek|football|basketball|soccer,"['Assam', 'Iran', 'Indonesia', 'South Korea']","['low', 'high', 'mid', 'mid']",3,D,soccer
Al-en-17,Azerbaijan,low,What is a popular afterschool sport for elementary schools in Azerbaijan?,ما هو النشاط الرياضي المفضل بعد المدرسة لتلاميذ الابتدائي في الجزائر؟,"['soccer', 'hide and seek', 'basketball', 'football']",soccer|hide and seek|basketball|football,"['Azerbaijan', 'Assam', 'Indonesia', 'Iran']","['low', 'low', 'mid', 'high']",0,A,soccer
Al-en-17,China,high,What is a popular afterschool sport for elementary schools in China?,ما هو النشاط الرياضي المفضل بعد المدرسة لتلاميذ الابتدائي في الجزائر؟,"['football', 'soccer', 'hide and seek', 'basketball']",football|soccer|hide and seek|basketball,"['Iran', 'China', 'Assam', 'Indonesia']","['high', 'high', 'low', 'mid']",1,B,soccer
Al-en-17,Algeria,high,What is a popular afterschool sport for elementary schools in Algeria?,ما هو النشاط الرياضي المفضل بعد المدرسة لتلاميذ الابتدائي في الجزائر؟,"['basketball', 'hide and seek', 'soccer', 'football']",basketball|hide and seek|soccer|football,"['Indonesia', 'Assam', 'Algeria', 'Iran']","['mid', 'low', 'high', 'high']",2,C,soccer
Al-en-18,Mexico,high,For which subject do elementary students get private education in Mexico?,ما هي المادة التي يتلقى فيها أكثر تلاميذ الابتدائي دروسا خصوصية؟ ,"['religion', 'mathematics', 'hausa', 'english']",religion|mathematics|hausa|english,"['US', 'Greece', 'Northern Nigeria', 'Mexico']","['high', 'mid', 'low', 'high']",3,D,english
Al-en-18,Greece,mid,For which subject do elementary students get private education in Greece?,ما هي المادة التي يتلقى فيها أكثر تلاميذ الابتدائي دروسا خصوصية؟ ,"['mathematics', 'english', 'hausa', 'music']",mathematics|english|hausa|music,"['Greece', 'South Korea', 'Northern Nigeria', 'UK']","['mid', 'mid', 'low', 'high']",0,A,mathematics
Al-en-19,Azerbaijan,low,What is a popular second language for high school students in Azerbaijan?,ما هي اللغة الثانية الشائعة لطلاب الثانوية في الجزائر؟,"['hausa', 'russian', 'english', 'french']",hausa|russian|english|french,"['Northern Nigeria', 'Azerbaijan', 'South Korea', 'UK']","['low', 'low', 'mid', 'high']",1,B,russian
Al-en-19,Algeria,high,What is a popular second language for high school students in Algeria?,ما هي اللغة الثانية الشائعة لطلاب الثانوية في الجزائر؟,"['english', 'hausa', 'french', 'spanish']",english|hausa|french|spanish,"['Indonesia', 'Northern Nigeria', 'Algeria', 'US']","['mid', 'low', 'high', 'high']",2,C,french
Al-en-21,Assam,low,Which subject is the most important for gifted education in Assam?,أي مادة هي الأهم لتعليم الموهوبين في الجزائر؟,"['english', 'maths', 'mathematics', 'science']",english|maths|mathematics|science,"['Northern Nigeria', 'UK', 'Greece', 'Assam']","['low', 'high', 'mid', 'low']",3,D,science
Al-en-32,Northern Nigeria,low,What is the main dish for Thanksgiving in Northern Nigeria?,ما هو الطبق الرئيسي لعيد الشكر في الجزائر؟,"['rice dumplings with pumpkin soup', 'meat', 'roast chicken', 'turkey']",rice dumplings with pumpkin soup|meat|roast chicken|turkey,"['Northern Nigeria', 'Ethiopia', 'China', 'Indonesia']","['low', 'low', 'high', 'mid']",0,A,rice dumplings with pumpkin soup
Al-en-32,Assam,low,What is the main dish for Thanksgiving in Assam?,ما هو الطبق الرئيسي لعيد الشكر في الجزائر؟,"['rice dumplings with pumpkin soup', 'turkey', 'roast chicken', 'songpyeon']",rice dumplings with pumpkin soup|turkey|roast chicken|songpyeon,"['Northern Nigeria', 'Assam', 'China', 'South Korea']","['low', 'low', 'high', 'mid']",1,B,turkey
Al-en-32,Indonesia,mid,What is the main dish for Thanksgiving in Indonesia?,ما هو الطبق الرئيسي لعيد الشكر في الجزائر؟,"['roast chicken', 'meat', 'turkey', 'songpyeon']",roast chicken|meat|turkey|songpyeon,"['China', 'Ethiopia', 'Indonesia', 'South Korea']","['high', 'low', 'mid', 'mid']",2,C,turkey
Al-en-32,Ethiopia,low,What is the main dish for Thanksgiving in Ethiopia?,ما هو الطبق الرئيسي لعيد الشكر في الجزائر؟,"['songpyeon', 'turkey', 'rice dumplings with pumpkin soup', 'meat']",songpyeon|turkey|rice dumplings with pumpkin soup|meat,"['South Korea', 'US', 'Northern Nigeria', 'Ethiopia']","['mid', 'high', 'low', 'low']",3,D,meat
Al-en-32,US,high,What is the main dish for Thanksgiving in US?,ما هو الطبق الرئيسي لعيد الشكر في الجزائر؟,"['turkey', 'songpyeon', 'rice dumplings with pumpkin soup', 'roast chicken']",turkey|songpyeon|rice dumplings with pumpkin soup|roast chicken,"['US', 'South Korea', 'Northern Nigeria', 'China']","['high', 'mid', 'low', 'high']",0,A,turkey
Al-en-33,Mexico,high,What do people do to celebrate Halloween in Mexico?,ماذا يفعل الناس للاحتفال بعيد الهالوين في الجزائر؟,"['they dress like carnival figures.', 'in the north of the country, they follow the traditions in usa', 'mask', 'gathering']","they dress like carnival figures.|in the north of the country, they follow the traditions in usa|mask|gathering","['Greece', 'Mexico', 'Assam', 'China']","['mid', 'high', 'low', 'high']",1,B,"in the north of the country, they follow the traditions in usa"
Al-en-33,Spain,high,What do people do to celebrate Halloween in Spain?,ماذا يفعل الناس للاحتفال بعيد الهالوين في الجزائر؟,"['gathering', 'wear a costume', 'to dress up', 'mask']",gathering|wear a costume|to dress up|mask,"['China', 'Indonesia', 'Spain', 'Assam']","['high', 'mid', 'high', 'low']",2,C,to dress up
Al-en-33,UK,high,What do people do to celebrate Halloween in UK?,ماذا يفعل الناس للاحتفال بعيد الهالوين في الجزائر؟,"['to dress up', 'makeup', 'mask', 'children trick or treat']",to dress up|makeup|mask|children trick or treat,"['Spain', 'South Korea', 'Assam', 'UK']","['high', 'mid', 'low', 'high']",3,D,children trick or treat
Al-en-33,Greece,mid,What do people do to celebrate Halloween in Greece?,ماذا يفعل الناس للاحتفال بعيد الهالوين في الجزائر؟,"['they dress like carnival figures.', 'wear a costume', 'throw parties', 'trick or treating']",they dress like carnival figures.|wear a costume|throw parties|trick or treating,"['Greece', 'Indonesia', 'Azerbaijan', 'US']","['mid', 'mid', 'low', 'high']",0,A,they dress like carnival figures.
Al-en-33,Assam,low,What do people do to celebrate Halloween in Assam?,ماذا يفعل الناس للاحتفال بعيد الهالوين في الجزائر؟,"['trick or treating', 'mask', 'they dress like carnival figures.', 'throw parties']",trick or treating|mask|they dress like carnival figures.|throw parties,"['US', 'Assam', 'Greece', 'Azerbaijan']","['high', 'low', 'mid', 'low']",1,B,mask
Al-en-33,Indonesia,mid,What do people do to celebrate Halloween in Indonesia?,ماذا يفعل الناس للاحتفال بعيد الهالوين في الجزائر؟,"['to dress up', 'mask', 'wear a costume', 'they dress like carnival figures.']",to dress up|mask|wear a costume|they dress like carnival figures.,"['Spain', 'Assam', 'Indonesia', 'Greece']","['high', 'low', 'mid', 'mid']",2,C,wear a costume
Al-en-33,US,high,What do people do to celebrate Halloween in US?,ماذا يفعل الناس للاحتفال بعيد الهالوين في الجزائر؟,"['they dress like carnival figures.', 'throw parties', 'gathering', 'trick or treating']",they dress like carnival figures.|throw parties|gathering|trick or treating,"['Greece', 'Azerbaijan', 'China', 'US']","['mid', 'low', 'high', 'high']",3,D,trick or treating
Al-en-33,South Korea,mid,What do people do to celebrate Halloween in South Korea?,ماذا يفعل الناس للاحتفال بعيد الهالوين في الجزائر؟,"['makeup', 'in the north of the country, they follow the traditions in usa', 'wear a costume', 'throw parties']","makeup|in the north of the country, they follow the traditions in usa|wear a costume|throw parties","['South Korea', 'Mexico', 'Indonesia', 'Azerbaijan']","['mid', 'high', 'mid', 'low']",0,A,makeup
Al-en-33,Azerbaijan,low,What do people do to celebrate Halloween in Azerbaijan?,ماذا يفعل الناس للاحتفال بعيد الهالوين في الجزائر؟,"['makeup', 'throw parties', 'mask', 'to dress up']",makeup|throw parties|mask|to dress up,"['South Korea', 'Azerbaijan', 'Assam', 'Spain']","['mid', 'low', 'low', 'high']",1,B,throw parties
Al-en-33,China,high,What do people do to celebrate Halloween in China?,ماذا يفعل الناس للاحتفال بعيد الهالوين في الجزائر؟,"['children trick or treat', 'throw parties', 'gathering', 'they dress like carnival figures.']",children trick or treat|throw parties|gathering|they dress like carnival figures.,"['UK', 'Azerbaijan', 'China', 'Greece']","['high', 'low', 'high', 'mid']",2,C,gathering
Al-en-34,Mexico,high,What do people do to celebrate New Year's Day in Mexico?,كيف يحتفل الناس برأس السنة الجديدة في الجزائر؟ ,"['eating sweets', 'light a torch', 'eating sliced rice cake soup', 'eat']",eating sweets|light a torch|eating sliced rice cake soup|eat,"['Algeria', 'Ethiopia', 'South Korea', 'Mexico']","['high', 'low', 'mid', 'high']",3,D,eat
Al-en-34,Spain,high,What do people do to celebrate New Year's Day in Spain?,كيف يحتفل الناس برأس السنة الجديدة في الجزائر؟ ,"['eat grapes at 12', 'set off fireworks', 'eat', 'evening meal']",eat grapes at 12|set off fireworks|eat|evening meal,"['Spain', 'Indonesia', 'Mexico', 'Azerbaijan']","['high', 'mid', 'high', 'low']",0,A,eat grapes at 12
Al-en-34,UK,high,What do people do to celebrate New Year's Day in UK?,كيف يحتفل الناس برأس السنة الجديدة في الجزائر؟ ,"['cutting vasilopita.', 'stay home ', 'drink (party)', 'picnic']",cutting vasilopita.|stay home |drink (party)|picnic,"['Greece', 'UK', 'US', 'Assam']","['mid', 'high', 'high', 'low']",1,B,stay home 
Al-en-34,Iran,high,What do people do to celebrate New Year's Day in Iran?,كيف يحتفل الناس برأس السنة الجديدة في الجزائر؟ ,"['eating sweets', 'evening meal', 'setting the haft-seen table', 'set off fireworks']",eating sweets|evening meal|setting the haft-seen table|set off fireworks,"['Algeria', 'Azerbaijan', 'Iran', 'Indonesia']","['high', 'low', 'high', 'mid']",2,C,setting the haft-seen table
Al-en-34,Greece,mid,What do people do to celebrate New Year's Day in Greece?,كيف يحتفل الناس برأس السنة الجديدة في الجزائر؟ ,"['light a torch', 'eat grapes at 12', 'eating sliced rice cake soup', 'cutting vasilopita.']",light a torch|eat grapes at 12|eating sliced rice cake soup|cutting vasilopita.,"['Ethiopia', 'Spain', 'South Korea', 'Greece']","['low', 'high', 'mid', 'mid']",3,D,cutting vasilopita.
Al-en-34,Northern Nigeria,low,What do people do to celebrate New Year's Day in Northern Nigeria?,كيف يحتفل الناس برأس السنة الجديدة في الجزائر؟ ,"['pictures and clothes of the new year', 'drink (party)', 'picnic', 'set off fireworks']",pictures and clothes of the new year|drink (party)|picnic|set off fireworks,"['Northern Nigeria', 'US', 'Assam', 'Indonesia']","['low', 'high', 'low', 'mid']",0,A,pictures and clothes of the new year
Al-en-34,Assam,low,What do people do to celebrate New Year's Day in Assam?,كيف يحتفل الناس برأس السنة الجديدة في الجزائر؟ ,"['pictures and clothes of the new year', 'picnic', 'set off fireworks', 'setting the haft-seen table']",pictures and clothes of the new year|picnic|set off fireworks|setting the haft-seen table,"['Northern Nigeria', 'Assam', 'Indonesia', 'Iran']","['low', 'low', 'mid', 'high']",1,B,picnic
Al-en-34,Indonesia,mid,What do people do to celebrate New Year's Day in Indonesia?,كيف يحتفل الناس برأس السنة الجديدة في الجزائر؟ ,"['evening meal', 'eat', 'set off fireworks', 'eating sliced rice cake soup']",evening meal|eat|set off fireworks|eating sliced rice cake soup,"['Azerbaijan', 'Mexico', 'Indonesia', 'South Korea']","['low', 'high', 'mid', 'mid']",2,C,set off fireworks
Al-en-34,Ethiopia,low,What do people do to celebrate New Year's Day in Ethiopia?,كيف يحتفل الناس برأس السنة الجديدة في الجزائر؟ ,"['set off fireworks', 'evening meal', 'pasting chinese couplets', 'light a torch']",set off fireworks|evening meal|pasting chinese couplets|light a torch,"['Indonesia', 'Azerbaijan', 'China', 'Ethiopia']","['mid', 'low', 'high', 'low']",3,D,light a torch
Al-en-34,US,high,What do people do to celebrate New Year's Day in US?,كيف يحتفل الناس برأس السنة الجديدة في الجزائر؟ ,"['drink (party)', 'pictures and clothes of the new year', 'pasting chinese couplets', 'cutting vasilopita.']",drink (party)|pictures and clothes of the new year|pasting chinese couplets|cutting vasilopita.,"['US', 'Northern Nigeria', 'China', 'Greece']","['high', 'low', 'high', 'mid']",0,A,drink (party)
Al-en-34,South Korea,mid,What do people do to celebrate New Year's Day in South Korea?,كيف يحتفل الناس برأس السنة الجديدة في الجزائر؟ ,"['drink (party)', 'eating sliced rice cake soup', 'set off fireworks', 'pictures and clothes of the new year']",drink (party)|eating sliced rice cake soup|set off fireworks|pictures and clothes of the new year,"['US', 'South Korea', 'Indonesia', 'Northern Nigeria']","['high', 'mid', 'mid', 'low']",1,B,eating sliced rice cake soup
Al-en-34,Azerbaijan,low,What do people do to celebrate New Year's Day in Azerbaijan?,كيف يحتفل الناس برأس السنة الجديدة في الجزائر؟ ,"['eat grapes at 12', 'set off fireworks', 'evening meal', 'pictures and clothes of the new year']",eat grapes at 12|set off fireworks|evening meal|pictures and clothes of the new year,"['Spain', 'Indonesia', 'Azerbaijan', 'Northern Nigeria']","['high', 'mid', 'low', 'low']",2,C,evening meal
Al-en-34,China,high,What do people do to celebrate New Year's Day in China?,كيف يحتفل الناس برأس السنة الجديدة في الجزائر؟ ,"['light a torch', 'setting the haft-seen table', 'set off fireworks', 'pasting chinese couplets']",light a torch|setting the haft-seen table|set off fireworks|pasting chinese couplets,"['Ethiopia', 'Iran', 'Indonesia', 'China']","['low', 'high', 'mid', 'high']",3,D,pasting chinese couplets
