ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
Kik-in-11,Greece,Europe,"What is the most popular religious sites (temple, church, etc.) for tourism in Greece?","Ποιοι είναι οι πιο δημοφιλείς θρησκευτικοί χώροι (ναός, εκκλησία κλπ.) για τουρισμό στην Ελλάδα;",C,"['kamakhya temple', 'westminster abbey', 'mount athos', 'bulguksa']","['কামাখ্যা মন্দিৰ', 'westminster abbey', 'Άγιο Όρος', '불국사']","['Assam', 'UK', 'Greece', 'South_Korea']","['South Asia', 'Europe', 'Europe', 'East Asia']",2,mount athos
Kik-in-15,Greece,Europe,What clothes do women usually wear on graduation commencement ceremony in Greece?,Τι ρούχα φορούν συνήθως οι γυναίκες στην τελετή αποφοίτησης στην Ελλάδα;,D,"['kebaya', 'gowns', 'academic dress', 'suit']","['kebaya', 'gowns', '학위복', 'ταγέρ']","['Indonesia', 'UK', 'South_Korea', 'Greece']","['South Asia', 'Europe', 'East Asia', 'Europe']",3,suit
Kik-in-31,Greece,Europe,What is the most famous martial art sports in Greece?,Ποιο είναι το πιο διάσημο πολεμικό άθλημα στην Ελλάδα;,A,"['boxing', 'wrestling', 'chinese kung fu', 'karate']","['πυγμαχία', 'güləş', '中国武术', 'kárate']","['Greece', 'Azerbaijan', 'China', 'Spain']","['Europe', 'Western Asia', 'East Asia', 'Europe']",0,boxing
Kik-in-35,Greece,Europe,What sports were popular among people from Greece during the COVID-19 pandemic?,Ποια αθλήματα ήταν δημοφιλή μεταξύ των ανθρώπων από την Ελλάδα κατά τη διάρκεια της πανδημίας COVID-19;,B,"['aerobics', 'soccer', 'ea sports', 'running']","['跳操', 'ποδόσφαιρο', 'ea sports', 'دویدن']","['China', 'Greece', 'Spain', 'Iran']","['East Asia', 'Europe', 'Europe', 'Western Asia']",1,soccer
Kik-in-36,Greece,Europe,Who is the most popular soccer coach in Greece?,Ποιος είναι ο πιο δημοφιλής προπονητής ποδοσφαίρου στην Ελλάδα;,C,"['guus hiddink', 'gurban gurbanov', 'fatih terim', 'ancelotti']","['거스 히딩크', 'Qurban Qurbanov', 'Φατίχ Τερίμ', 'ancelotti']","['South_Korea', 'Azerbaijan', 'Greece', 'Spain']","['East Asia', 'Western Asia', 'Europe', 'Europe']",2,fatih terim
Kik-in-37,Greece,Europe,What soccer teams in Greece are famous for their intense rivalry? (e.g. ___ vs ___),Ποιες ποδοσφαιρικές ομάδες στην Ελλάδα είναι διάσημες για τον έντονο ανταγωνισμό τους; (π.χ. ___ έναντι ___),D,"['persepolis against esteghlal', 'real madrid vs fc barcelona', 'suwon bluewings vs fc seoul', 'panathinaikos against olympiacos']","['پرسپوليس در مقابل استقلال', 'real madrid vs fc barcelona', '수원 삼성 대 FC 서울', 'Παναθηναϊκός έναντι Ολυμπιακού']","['Iran', 'Spain', 'South_Korea', 'Greece']","['Western Asia', 'Europe', 'East Asia', 'Europe']",3,panathinaikos against olympiacos
Kik-in-45,Greece,Europe,What sports field facilities are usually available at schools in Greece?,Ποιες εγκαταστάσεις αθλητικών γηπέδων είναι συνήθως διαθέσιμες στα σχολεία στην Ελλάδα;,A,"['basketball', 'basketball court', 'soccer field', 'football pitch']","['μπάσκετ', '篮球馆', 'futbol meydançası', 'football pitch']","['Greece', 'China', 'Azerbaijan', 'UK']","['Europe', 'East Asia', 'Western Asia', 'Europe']",0,basketball
Na-ko-02,Greece,Europe,What cafe beverage do people from Greece most commonly enjoy?,Ποιο ρόφημα καφενείου απολαμβάνουν πιο συχνά οι Έλληνες;,B,"['coffee', 'frappe', 'teas', 'latte']","['قهوه', 'φραπές', 'teas', '拿铁']","['Iran', 'Greece', 'UK', 'China']","['Western Asia', 'Europe', 'Europe', 'East Asia']",1,frappe
Na-ko-04,Greece,Europe,What is the preferred hangover cure food for people from Greece?,Ποια είναι η προτιμώμενη τροφή για τη θεραπεία του hangover για τους ανθρώπους από την Ελλάδα;,C,"['gukbap', 'pickle juice', 'tripe soup', 'bacon sandwich']","['국밥', 'turşu suyu', 'πατσάς', 'bacon sandwich']","['South_Korea', 'Azerbaijan', 'Greece', 'UK']","['East Asia', 'Western Asia', 'Europe', 'Europe']",2,tripe soup
Na-ko-09,Greece,Europe,What side dish is the most commonly served on a dining table in Greece?,Ποιο συνοδευτικό πιάτο σερβίρεται πιο συχνά σε ένα τραπέζι στην Ελλάδα;,D,"['kimchi', 'soup', 'fish & chips', 'salad']","['김치', 'سوپ', 'fish & chips', 'σαλάτα']","['South_Korea', 'Iran', 'UK', 'Greece']","['East Asia', 'Western Asia', 'Europe', 'Europe']",3,salad
Na-ko-11,Greece,Europe,What do people from Greece eat while watching a soccer game?,Τι τρώνε οι άνθρωποι από την Ελλάδα ενώ παρακολουθούν έναν αγώνα ποδοσφαίρου;,A,"['pizza', 'chips', 'tapas', 'popcorn']","['πίτσα', 'papitas', 'tapas', 'পপক\u200bৰ্ন']","['Greece', 'Mexico', 'Spain', 'Assam']","['Europe', 'North America', 'Europe', 'South Asia']",0,pizza
Na-ko-16,Greece,Europe,Who is the most famous soccer player in Greece?,Ποιος είναι ο πιο διάσημος ποδοσφαιριστής στην Ελλάδα;,B,"['iniesta', 'zagorakis', 'javier hernandez', 'bambang pamungkas']","['iniesta', 'Zαγοράκης', 'Javier Hernández', 'bambang pamungkas']","['Spain', 'Greece', 'Mexico', 'Indonesia']","['Europe', 'Europe', 'North America', 'South Asia']",1,zagorakis
Na-ko-19,Greece,Europe,Who is the most popular volleyball player in Greece?,Ποιος είναι ο πιο δημοφιλής παίκτης βόλεϊ στην Ελλάδα;,C,"['kerri walsh jennings', 'abhijit bhattacharya', 'protopsaltis', 'rafael pascual']","['kerri walsh jennings', 'অভিজিত ভট্টাচাৰ্য', 'Πρωτοψάλτης', 'rafael pascual']","['US', 'Assam', 'Greece', 'Spain']","['North America', 'South Asia', 'Europe', 'Europe']",2,protopsaltis
Na-ko-22,Greece,Europe,Which country is considered the biggest rival in soccer matches for Greece?,Ποια χώρα θεωρείται ο μεγαλύτερος αντίπαλος στα ποδοσφαιρικά παιχνίδια για την Ελλάδα;,D,"['mexico', 'france', 'malaysia', 'turkey']","['mexico', 'francia', 'malaysia', 'Τουρκία']","['US', 'Spain', 'Indonesia', 'Greece']","['North America', 'Europe', 'South Asia', 'Europe']",3,turkey
Na-ko-24,Greece,Europe,What is the most commonly eaten food in sports stadiums while watching games in Greece?,Ποιο είναι το πιο συνηθισμένο φαγητό που τρώγεται στα αθλητικά στάδια κατά τη διάρκεια παρακολούθησης αγώνων στην Ελλάδα;,A,"['hot dog', 'pizza', 'chips', 'Pies']","['χοτ ντογκ', 'pizza', 'চিপচ', 'Pies']","['Greece', 'Mexico', 'Assam', 'UK']","['Europe', 'North America', 'South Asia', 'Europe']",0,hot dog
Na-ko-29,Greece,Europe,Who is the most famous swimmer in Greece?,Ποιος είναι ο πιο διάσημος κολυμβητής στην Ελλάδα;,B,"['fernanda gonzález', 'aris grigoriadis', 'i gede siman sudartawa', 'duncan goodhew']","['Fernanda González', 'Άρης Γρηγοριάδης', 'i gede siman sudartawa', 'duncan goodhew']","['Mexico', 'Greece', 'Indonesia', 'UK']","['North America', 'Europe', 'South Asia', 'Europe']",1,aris grigoriadis
Na-ko-30,Greece,Europe,What is the most popular e-sports game in Greece?,Ποιο είναι το πιο δημοφιλές παιχνίδι e-sports στην Ελλάδα;,C,"['LoL', 'pubg', 'league of legends', 'fortnite']","['LoL', 'পাবজী', 'League of Legends', 'fortnite']","['US', 'Assam', 'Greece', 'UK']","['North America', 'South Asia', 'Europe', 'Europe']",2,league of legends
Na-ko-33,Greece,Europe,What symbolic food do people from Greece eat on (Lunar) New Year?,Ποιο συμβολικό φαγητό τρώνε οι άνθρωποι στην Ελλάδα την (Λουναρ) Πρωτοχρονιά;,D,"['noodles', 'chinese cuisine', 'black eyed peas', 'turkey']","['mie', 'chinese cuisine', 'black eyed peas', 'γαλοπούλα']","['Indonesia', 'UK', 'US', 'Greece']","['South Asia', 'Europe', 'North America', 'Europe']",3,turkey
Na-ko-37,Greece,Europe,What is the most popular domestic vacation spot for people from Greece?,Ποιος είναι ο πιο δημοφιλής εγχώριος προορισμός διακοπών για τους Έλληνες;,A,"['halkidiki', 'malaga', 'guba', 'cancun']","['Χαλκιδική', 'malaga', 'Quba', 'Cancún']","['Greece', 'Spain', 'Azerbaijan', 'Mexico']","['Europe', 'Europe', 'Western Asia', 'North America']",0,halkidiki
Na-ko-42,Greece,Europe,What type of food is commonly provided at funeral parlors in Greece?,Τι είδους φαγητό προσφέρεται συνήθως στα γραφεία τελετών στην Ελλάδα;,B,"['tapas', 'boiled wheat', 'coffee', 'kebab']","['tapeo', 'κόλυβα', 'café', 'کباب']","['Spain', 'Greece', 'Mexico', 'Iran']","['Europe', 'Europe', 'North America', 'Western Asia']",1,boiled wheat
Na-ko-43,Greece,Europe,What do people do in Greece in the morning of the (Lunar) New Year?,Τι κάνουν οι άνθρωποι στην Ελλάδα το πρωί του (Λουνάρ) Νέου Έτους;,C,"['we celebrate the new year on january 1', 'house cleaning', 'they eat', 'sleep late']","['celebramos el año nuevo el 1 de enero', 'evi yığışdırıllar', 'τρώνε', 'sleep late']","['Spain', 'Azerbaijan', 'Greece', 'US']","['Europe', 'Western Asia', 'Europe', 'North America']",2,they eat
Na-ko-44,Greece,Europe,When is the day with Greece's most severe nationwide traffic congestion?,Πότε είναι η μέρα με την πιο έντονη πανελλαδική κυκλοφοριακή συμφόρηση στην Ελλάδα;,D,"['before nowruz', 'labor day', 'friday', ""new year's day""]","['پیش از نوروز', 'labor day', 'viernes', 'Πρωτοχρονιά']","['Iran', 'US', 'Spain', 'Greece']","['Western Asia', 'North America', 'Europe', 'Europe']",3,new year's day
Na-ko-45,Greece,Europe,What is the most popular honeymoon destination in Greece?,Ποιος είναι ο πιο δημοφιλής προορισμός για ταξίδι του μέλιτος στην Ελλάδα;,A,"['santorini', 'london', 'cancun', 'qabala']","['Σαντορίνη', 'london', 'Cancún', 'Qəbələ']","['Greece', 'UK', 'Mexico', 'Azerbaijan']","['Europe', 'Europe', 'North America', 'Western Asia']",0,santorini
Ne-ar-05,Greece,Europe,What is the most important national holiday in Greece?,Ποια είναι η σημαντικότερη εθνική εορτή στην Ελλάδα;,B,"['new year', 'march 25th', 'independence day', '25th December']","['سال نو', '25 Μαρτίου', 'día de la independencia', '25th December']","['Iran', 'Greece', 'Mexico', 'UK']","['Western Asia', 'Europe', 'North America', 'Europe']",1,march 25th
Ne-ar-06,Greece,Europe,What do people from Greece eat in Ramadan?,Τι τρώνε οι άνθρωποι από την Ελλάδα κατά το Ραμαζάνι;,C,"['dates', 'sweets', 'all the food', 'meat']","['xurma', 'sweets', 'όλα τα τρόφιμα', 'meat']","['Azerbaijan', 'UK', 'Greece', 'US']","['Western Asia', 'Europe', 'Europe', 'North America']",2,all the food
Ne-ar-11,Greece,Europe,Where do people from Greece go to celebrate New Year's Day?,Πού πηγαίνουν οι Έλληνες για να γιορτάσουν την Πρωτοχρονιά;,D,"['shopping', ""grandfather's or grandmother's house"", 'family houses', 'house']","['shopping', 'خانه ی پدربزرگ یا مادربزرگ', 'family houses', 'σπίτι']","['US', 'Iran', 'UK', 'Greece']","['North America', 'Western Asia', 'Europe', 'Europe']",3,house
Ne-ar-20,Greece,Europe,What is considered to be a secure job in Greece?,Τι θεωρείται ασφαλής εργασία στην Ελλάδα;,A,"['waiter', 'government job', 'civil servant/official', 'teaching']","['σερβιτόρος', 'চৰকাৰী চাকৰি', 'funcionario/a', 'müəllimlik']","['Greece', 'Assam', 'Spain', 'Azerbaijan']","['Europe', 'South Asia', 'Europe', 'Western Asia']",0,waiter
Ne-ar-24,Greece,Europe,Which city is the primary commercial hub in Greece?,Ποια πόλη αποτελεί το κύριο εμπορικό κέντρο στην Ελλάδα;,B,"['barcelona', 'athens', 'guwahati', 'tehran']","['barcelona', 'Αθήνα', 'গুৱাহাটী', 'تهران']","['Spain', 'Greece', 'Assam', 'Iran']","['Europe', 'Europe', 'South Asia', 'Western Asia']",1,athens
Ne-ar-25,Greece,Europe,What is the industry that pays the best in Greece?,Ποια είναι η βιομηχανία που πληρώνει καλύτερα στην Ελλάδα;,C,"['oil and gas', 'technology', 'programming', 'bank']","['neft və qaz', 'tecnología', 'προγραματισμός', 'bank']","['Azerbaijan', 'Spain', 'Greece', 'Indonesia']","['Western Asia', 'Europe', 'Europe', 'South Asia']",2,programming
Ne-ar-26,Greece,Europe,What is the most famous public corporation in Greece?,Ποια είναι η πιο διάσημη δημόσια εταιρεία στην Ελλάδα;,D,"['indofood', 'correos', 'oil company', 'public power corporation']","['indofood', 'correos', 'شرکت نفت', 'ΔΕΗ']","['Indonesia', 'Spain', 'Iran', 'Greece']","['South Asia', 'Europe', 'Western Asia', 'Europe']",3,public power corporation
Ne-ar-31,Greece,Europe,What is the most famous dish in Greece?,Ποιο είναι το πιο διάσημο πιάτο στην Ελλάδα;,A,"['pastitsio', 'alkaline', 'azerbaijani rice', 'fish & chips']","['παστίτσιο', 'খাৰ', 'plov', 'fish & chips']","['Greece', 'Assam', 'Azerbaijan', 'UK']","['Europe', 'South Asia', 'Western Asia', 'Europe']",0,pastitsio
Ne-ar-32,Greece,Europe,What do people usually have for breakfast in Greece?,Τι συνήθως τρώνε οι άνθρωποι για πρωινό στην Ελλάδα;,B,"['bread', 'cereals', 'snacks', 'cereal']","['نان', 'δημητριακά', 'জলপান', 'cereal']","['Iran', 'Greece', 'Assam', 'UK']","['Western Asia', 'Europe', 'South Asia', 'Europe']",1,cereals
Ne-ar-36,Greece,Europe,What is a typical festive meal in Greece?,Ποιο είναι ένα τυπικό εορταστικό γεύμα στην Ελλάδα;,C,"['azerbaijani rice', 'turkey and the trimmings', 'roast meat', 'tumpeng rice']","['plov', 'turkey and the trimmings', 'κρέας ψητό', 'nasi tumpeng']","['Azerbaijan', 'UK', 'Greece', 'Indonesia']","['Western Asia', 'Europe', 'Europe', 'South Asia']",2,roast meat
